0,5,10,15,20,25,30,35,40,45,50,55,60
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
0,3.0,5.5,8.7,11.3,13.0,13.8,14,14,14.0,14.0,14.0,14.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
0,3.5,6.0,9.5,11.5,13.4,14.0,14,14,14.0,14.0,14.0,14.0
0,1.0,3.0,7.0,9.3,11.5,13.0,14,14,14.0,14.0,14.0,14.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
